TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-04 00:30:33,1770165033031,binance-futures-testnet-trader-assi.vercel.app/api/balance,GET,,200,525gg-1770165033031-6e703bcdef49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/run_local_dashboard.py,binance-futures-testnet-trader-assi.vercel.app,binance-futures-testnet-trader-assignment-h4u7x2miq.vercel.app,dpl_H7cmQRMgQ8dugNDtKiJDqQQZNSPg,193,iad1,243,2048,,prj_y51qRNVR7eIp7dIEekcdrAN4ZEv6,,,01KGK0XP5CXWH5VBY20430CHJ5,f7Lw70JDjDzQ,1
2026-02-04 00:30:28,1770165028342,binance-futures-testnet-trader-assi.vercel.app/api/prices,GET,,200,tr4vp-1770165028032-b2031ba98b0b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/run_local_dashboard.py,binance-futures-testnet-trader-assi.vercel.app,binance-futures-testnet-trader-assi.vercel.app,dpl_H7cmQRMgQ8dugNDtKiJDqQQZNSPg,,,,,"HTTP Request: GET https://testnet.binancefuture.com/fapi/v1/ticker/price?symbol=BTCUSDT ""HTTP/1.1 200 OK""",prj_y51qRNVR7eIp7dIEekcdrAN4ZEv6,,,,,
2026-02-04 00:30:28,1770165028507,binance-futures-testnet-trader-assi.vercel.app/api/prices,GET,,200,tr4vp-1770165028032-b2031ba98b0b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/run_local_dashboard.py,binance-futures-testnet-trader-assi.vercel.app,binance-futures-testnet-trader-assi.vercel.app,dpl_H7cmQRMgQ8dugNDtKiJDqQQZNSPg,,,,,"HTTP Request: GET https://testnet.binancefuture.com/fapi/v1/ticker/price?symbol=ETHUSDT ""HTTP/1.1 200 OK""",prj_y51qRNVR7eIp7dIEekcdrAN4ZEv6,,,,,
2026-02-04 00:30:28,1770165028663,binance-futures-testnet-trader-assi.vercel.app/api/prices,GET,,200,tr4vp-1770165028032-b2031ba98b0b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/run_local_dashboard.py,binance-futures-testnet-trader-assi.vercel.app,binance-futures-testnet-trader-assi.vercel.app,dpl_H7cmQRMgQ8dugNDtKiJDqQQZNSPg,,,,,"HTTP Request: GET https://testnet.binancefuture.com/fapi/v1/ticker/price?symbol=BNBUSDT ""HTTP/1.1 200 OK""",prj_y51qRNVR7eIp7dIEekcdrAN4ZEv6,,,,,
2026-02-04 00:30:28,1770165028664,binance-futures-testnet-trader-assi.vercel.app/api/prices,GET,,200,tr4vp-1770165028032-b2031ba98b0b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/run_local_dashboard.py,binance-futures-testnet-trader-assi.vercel.app,binance-futures-testnet-trader-assi.vercel.app,dpl_H7cmQRMgQ8dugNDtKiJDqQQZNSPg,,,,,"127.0.0.1 - - [04/Feb/2026 00:30:28] ""GET /api/prices HTTP/1.1"" 200 -",prj_y51qRNVR7eIp7dIEekcdrAN4ZEv6,,,,,
2026-02-04 00:30:28,1770165028032,binance-futures-testnet-trader-assi.vercel.app/api/prices,GET,,200,tr4vp-1770165028032-b2031ba98b0b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/run_local_dashboard.py,binance-futures-testnet-trader-assi.vercel.app,binance-futures-testnet-trader-assi.vercel.app,dpl_H7cmQRMgQ8dugNDtKiJDqQQZNSPg,511,iad1,243,2048,,prj_y51qRNVR7eIp7dIEekcdrAN4ZEv6,,,01KGK0XH9GV60CJ6KDF8CTEP0P,f7Lw70JDjDzQ,1
2026-02-04 00:30:19,1770165019501,binance-futures-testnet-trader-assi.vercel.app/api/time,GET,,,l8c89-1770165017863-e82a112c87ef,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,,function,,binance-futures-testnet-trader-assi.vercel.app,binance-futures-testnet-trader-assi.vercel.app,dpl_H7cmQRMgQ8dugNDtKiJDqQQZNSPg,,,,,"HTTP Request: GET https://testnet.binancefuture.com/fapi/v1/time ""HTTP/1.1 200 OK""",prj_y51qRNVR7eIp7dIEekcdrAN4ZEv6,,,,,
2026-02-04 00:30:19,1770165019502,binance-futures-testnet-trader-assi.vercel.app/api/time,GET,,,l8c89-1770165017863-e82a112c87ef,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,,function,,binance-futures-testnet-trader-assi.vercel.app,binance-futures-testnet-trader-assi.vercel.app,dpl_H7cmQRMgQ8dugNDtKiJDqQQZNSPg,,,,,"127.0.0.1 - - [04/Feb/2026 00:30:19] ""GET /api/time HTTP/1.1"" 200 -",prj_y51qRNVR7eIp7dIEekcdrAN4ZEv6,,,,,
2026-02-04 00:30:17,1770165017863,binance-futures-testnet-trader-assi.vercel.app/api/time,GET,,,l8c89-1770165017863-e82a112c87ef,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,,function,/run_local_dashboard.py,binance-futures-testnet-trader-assi.vercel.app,binance-futures-testnet-trader-assi.vercel.app,dpl_H7cmQRMgQ8dugNDtKiJDqQQZNSPg,1212,iad1,243,2048,,prj_y51qRNVR7eIp7dIEekcdrAN4ZEv6,,,01KGK0X7BFSKKCW8QXN0H1M5GG,q8KmoajI1DQd,1
2026-02-04 00:30:19,1770165019928,binance-futures-testnet-trader-assi.vercel.app/api/balance,GET,,200,pq8kx-1770165017857-1921dbc4c665,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/run_local_dashboard.py,binance-futures-testnet-trader-assi.vercel.app,binance-futures-testnet-trader-assi.vercel.app,dpl_H7cmQRMgQ8dugNDtKiJDqQQZNSPg,,,,,"HTTP Request: GET https://testnet.binancefuture.com/fapi/v2/balance?timestamp=1770165019457&recvWindow=5000&signature=95b4e2ae707c341a20a04df715f0c15266ed7f0f6411a2fa529259df2550c2c8 ""HTTP/1.1 200 OK""",prj_y51qRNVR7eIp7dIEekcdrAN4ZEv6,,,,,
